Unnamed: 0,QID,Brand,Model,Question,Dialogue,Report
135,Q5136,奇瑞,奇瑞QQ,汽车打着火后，电瓶灯就亮了，30秒后自动熄灭,技师说：您好，您说的这个情况，一般原因是由于发电机皮带松。电瓶老化，发电机调节器老化造成的。需要检查调整皮带的松紧度。检查发电机发电电压。电瓶的储电能力。针对排除故障，更换损坏部件。,您说的这个情况，一般原因是由于发电机皮带松，发电机调节器老化，电瓶老化造成的。需要到修理厂检查发电机电压 调整发电机皮带更换老化损坏的发电机调节器，或者发电机总成 老化的电瓶
136,Q5137,海马,福美来,海马福美来二代加了低品质汽车导致车昌黑烟及突突，发动机故障灯亮了，更换汽油后，黑烟及突突声消失，但故障灯消除不了，故障诊断为防爆传感器1电压高，更换火花塞后，消除故障当天故障灯不亮，第二天又亮，反反复复消不掉，请问应该怎么办？,技师说：你好，用吊瓶清洗，进气管，燃烧室，喷油嘴，还有把三元催化拆下来清洗了看看|车主说：好的|车主说：动力、速度、怠速均正常|技师说：把上面的清洗了，然后拉高速就可以处理|车主说：好的，谢谢|车主说：明天试|技师说：可以,用吊瓶清洗进气管。燃烧室积碳多不多。还有更换火花塞。检查点火线圈。还有把氧传感器。三元催化拆下来清洗了，然后拉高速
137,Q5138,现代,朗动,我的车出了事故，需要换的东西有，后备箱盖，尾灯两个，前后挡风玻璃，前桥，后桥，一个轮毂，一个轮胎，一个减震，再加上钣金喷漆，大概需要多少钱,技师说：[语音]|技师说：[语音]|技师说：[语音]|车主说：[图片]|车主说：就是带上钣金喷漆大概需要多少|车主说：照片不是给你发过去了吗，你老一下|车主说：照片不是给你发过去了吗，你看一下下|车主说：？|技师说：[语音]|技师说：[语音]|车主说：好的谢谢|技师说：不客气的,这个车子维修一下正常在7000元左右的
138,Q5139,现代,伊兰特,08自动档，现挂档时会向前抖动一下，不知什么原因？？？,技师说：电脑检测没，？|技师说：有没有故障码|车主说：沒|车主说：十万公里|技师说：变速器油换过没|车主说：没|技师说：先用电脑检查下看有没有故障码，|车主说：好的|技师说：谢谢奖赏,建议先用电脑检测下有无故障码
139,Q5140,雪铁龙,爱丽舍,东风雪铁龙 爱丽舍  驾校燃气车，2011年的车，跑了三万多公里！使用油的时候没问题！ 使用气的时候经常灭火影响带学员！用气时轻轻加油 发出突突声  供上油大概需要！2   3秒 怠速走前后晃动怠速不稳，收油后 怠速会掉到600转一下 要灭火似的。  修了很多家  活塞  积碳 气门口  都换过  活性电磁阀也检查了  就是查不出原因！ 正常开影响不大，学员练车就总是灭火！  求高人指点。,技师说：你好，烧气的车型都有一个相关的转换阀，你这种情况需要调节一下相关转换阀上的进气量。进气量太小就会出现类似情况。|车主说：调节到最大尝试过了  已经|车主说：您给分析分析  还可能是什么别的原因|技师说：如果确定烧油没问题，发动机基本上可以排除，这个故障就是在转换阀上，需要更换或者是拆卸分解检查|车主说：你的意思是  转换阀有可能坏了   需要检查是吗|技师说：是的，我遇到过类似故障|车主说：谢谢您  我马上去尝试一下|车主说：[图片]|车主说：您好   我尝试了   转换阀没有问题|车主说：还有可能是别的故障吗|技师说：烧油没问题，？|技师说：刚刚忙完，不好意思,烧气的车型都有一个相关的转换阀，你这种情况需要调节一下相关转换阀上的进气量。进气量太小就会出现类似情况。然后就是排查怠速低的问题，检查一下节气门
140,Q5141,福特,蒙迪欧,经常启动车：刚开始扭钥匙没有任何反应，只有啪的一声响！但连续扭几次钥匙，会出现滴的一声长鸣，也就几秒，下来启动汽车一下打着，请问师父,技师说：你好，按照你说的这种故障表现考虑是车辆相关的防盗系统有问题造成的，这种情况，应该是起动机位置没有接收到相关的启动电源。这个需要用电脑读一下，相关的故障码才能进一步分析。防盗系统出问题的可能性比较大,按照你说的这种故障表现考虑是车辆相关的防盗系统有问题造成的，这种情况，应该是起动机位置没有接收到相关的启动电源。这个需要用电脑读一下，相关的故障码才能进一步分析。防盗系统出问题的可能性比较大
141,Q5142,奥迪,奥迪Q5(进口),14年进口油电混合Q5，马上快5W公里了！自己想在外面做大保养，不知道都需要更换什么，需要用什么牌子变速箱油？,技师说：大保养。需要更换机油，机滤，空滤，空调滤芯，汽油滤芯，火花塞，防冻液，变速箱油 还需要清洗节气门。喷油嘴，三元催化，|技师说：[图片]|车主说：变速箱油还分什么品牌么？在外保养大概得多钱？|技师说：就是我图片上面有品牌|车主说：不是这个款！我那款是油电混合2.0T|技师说：[图片]|车主说：得多钱？|技师说：全车大保养，5-6000|车主说：在外边自己保养的价格呗？|技师说：对的|车主说：好的，谢谢你,大保养。需要更换机油，机滤，空滤，空调滤芯，汽油滤芯，火花塞，防冻液，变速箱油 还需要清洗节气门。喷油嘴，三元催化，
142,Q5143,奥迪,奥迪A4L,奥迪A4早上冷启动20秒之后会哒哒哒的声响  有规律 随着水温升高就不明显了 但仔细听还有一点声音 请问是哪里故障,技师说：你好，根据你的描述，应该是车辆发动机的碳罐电磁阀或者是发动机内部液压挺柱发出来的声响。这个具体还需要检查一下，如果是碳罐电磁阀的话，这是属于正常现象的。如果是内部的液压挺柱的话，冷车状态下发动机内部机油流动性和润滑性都比较差造成的，也没有什么问题。,根据你的描述，应该是车辆发动机的碳罐电磁阀或者是发动机内部液压挺柱发出来的声响。这个具体还需要检查一下，如果是碳罐电磁阀的话，这是属于正常现象的。如果是内部的液压挺柱的话，冷车状态下发动机内部机油流动性和润滑性都比较差造成的，也没有什么问题。
143,Q5144,本田,雅阁,我的是八代雅阁，AUX接口被占用，怎么能解决？,技师说：你好，直接去网上购买一个一拖二或者是去汽车装饰店购买一个就可以解决问题|车主说：买个一拖二插着就可以用？|技师说：可以|车主说：问题是现在外部这个AUX接口已经被占用了！也可以这么解决？|技师说：被什么占用了，改装导航一体机了？|车主说：应该是吧！|车主说：[图片]|技师说：那个原车插头就用不上了，后加装的导航一体机在副驾驶杂物箱里面应该是有一个USB插头可以使用的|车主说：[图片]|车主说：车上就没有USB插口！|技师说：一般后改装的导航一体机是有相关的USB插口连接出来的。找一下副驾驶杂物箱里面|车主说：我的确实没有！|车主说：都么有！|技师说：那你这种情况可以去修理厂加导航一体机拆下来看一下后部有没有相关的链接数据线？一般后改装的导航在后面都有的。|车主说：哦，好的，谢谢！,这种情况可以去修理厂加导航一体机拆下来看一下后部有没有相关的链接数据线？一般后改装的导航在后面都有的。
144,Q5145,别克,凯越,别克凯越手动挡！06年车，1.6排量，真皮座椅天窗版！目前出现一次天窗打开后不能回位！有马达声音，但是就是不动，后经震动，拍打回位！想知道问题出在哪里？怎么解决？谢谢,技师说：你好，这种故障，大多数都是天窗滑轨太脏造成的天窗回位阻力太大，可以去修理厂清理一下天窗滑轨杂物，做一下天窗滑轨润滑处理，问题应该就可以解决|车主说：你好|车主说：好的！谢谢|车主说：是不是灰尘太多？|车主说：天窗基本不用！|技师说：你可以关注我，有问题直接咨询我就可以 是灰尘太多造成的。|车主说：还有其他可能吗？|技师说：只要是能听到电机动，就问题不大。别的方面问题不大|车主说：好的！|车主说：大众途昂这款车怎么样？目前关注2.0T和2.5T|技师说：德系车在国内市场上销量一直不错，这款车，外观大气，发动机，底盘，变速箱三大件质量稳定。底盘通过性好，操控性也不错。如果是家用2.0的就可以|车主说：2.5T的主要是突出哪方面性能？|技师说：主要还是动力性。2.5 是六缸发动机。|车主说：2.0是几缸？|技师说：四缸,你好，这种故障，大多数都是天窗滑轨太脏造成的天窗回位阻力太大，可以去修理厂清理一下天窗滑轨杂物，做一下天窗滑轨润滑处理，问题应该就可以解决
145,Q5146,大众,速腾,06年1.6L手动挡速腾，跑了184000公里，最近感觉车转速有点高，4档跑到60转速就到了2000多转了，油门感觉很绵，没劲似的,技师说：车子之前检查过什么吗|车主说：换过正时|技师说：是换过正时后出的问题吗|车主说：换了之后跑了一段时间|技师说：发动机故障灯有没有亮|车主说：没有，什么故障灯也没亮|技师说：检查一下火花塞和燃油压力|车主说：怎么检查，找个汽修厂吗|技师说：对检查一下火花塞间隙和燃油压力，检查高压线和点火线圈跳火是否良好|车主说：哦，我朋友有修车的，让他看来，他说让我加瓶去积碳的东西试试，看看管不管用|技师说：如果想清积炭，建议先测量气缸压力|车主说：哦，好的，感觉最近油耗比以前大|技师说：动力不足油耗肯定会大|车主说：嗯，那我就去查查火花塞和燃油压力吗|技师说：对先看看这些有没有问题|车主说：好的，谢谢|技师说：客气,检查节气门是否过脏，如过脏建议清洗，检查火花塞间隙是否过大，检查高压线点火线圈是否跳火不良，检查燃油压力是否正常，检查喷油器是否脏堵，检查气缸压力是否正常，检查发动机故障灯是否点亮如有故障码建议根据故障码维修
146,Q5147,大众,途观,途观在没有方向助力的情况下可以强行打方向嘛,技师说：可以的,途观是电动方向助力机，不助理是比较重
147,Q5148,丰田,雷凌,车在龙捷  喷漆色差太大怎么办？在4s店喷漆一个面多少钱？,技师说：具体是哪个部位要喷漆，喷漆部位不同价格也不同|车主说：左侧和右侧  两个前门多少钱？|技师说：大概需要600一个门|车主说：好的，谢谢您！|技师说：客气了具体价格可以和当地4s店协商,在4s店每个门大概需要600左右具体价格以当地4s店为准
148,Q5149,大众,Passat领驭,你好，2006年帕萨特领驭，凉车启动时，右前角又大灯后边，吼吼的声音，大约30秒的时间，这个声音好像有什么高速空转的声音似的,技师说：你好，你说的位置应该是空气滤清的部位，可以打开引擎盖检查确定声音来源|车主说：1.8t，自动挡|技师说：嗯。|车主说：是的，听不出来，就是空滤的位置|技师说：滤芯拿掉试试|车主说：近几天，排气口在发动机4000空转时，有黑烟，但不是很浓|技师说：[语音]|车主说：我怀疑，二次进气泵或者蜗轮增压|技师说：[语音]|车主说：是的，吼吼的叫大约30秒，就不叫了|车主说：怠速降下来之前就不叫了|技师说：[语音]|车主说：隔几个小时，启动还叫|技师说：[语音]|车主说：高速运转冒黑烟，与汽油有关系吗，前一天刚加了一箱汽油|技师说：[语音]|技师说：[语音]|车主说：那您主要的是怀疑哪里的病呢？谢谢|技师说：[语音]|车主说：响声，|车主说：还有黑烟|技师说：[语音]|技师说：[语音]|车主说：火花塞前几个月刚换了新的|技师说：[语音]|车主说：二次进气泵的保险在哪里？|技师说：[语音]|技师说：[语音]|车主说：好的，谢谢|技师说：[语音]|车主说：2006款1.8t，帕萨特领驭，自动挡|车主说：还有一个事，低速大约30迈车，市内，抬起油门滑行时|技师说：[语音]|车主说：在加油，车子有顿挫的感觉|技师说：[语音]|技师说：[语音]|车主说：停车踩着刹车，前进档和倒档来回转换，顿挫感，感觉间隙大|车主说：恩|技师说：[语音]|车主说：没听清楚，麻烦再说一下吧|技师说：[语音]|车主说：换了，年前换的|车主说：滤芯也换了|技师说：[语音]|技师说：[语音]|车主说：换之后|技师说：[语音]|车主说：修理厂|技师说：[语音]|技师说：[语音]|车主说：说是，帕萨特变速箱专用的呢|技师说：[语音]|车主说：嗯，谢谢|技师说：不用谢,你好，根据故障现象分析了导致故障的原因，建议分别检查下，确定故障点进行维修。很高兴为你解答！
149,Q5150,长安欧尚,长安之星,11款长安之星，一次事故之后发动机加油不顺畅，油泵吸不到油的时候，一次启动，反而有油的时候要启动5秒左右，才会启动发动机,技师说：你好，凉车还是热车明显？|车主说：[语音]|车主说：[语音]|技师说：发动机进水后大修了么？|车主说：[语音]|车主说：[语音]|车主说：[语音]|技师说：机油压力故障灯亮不影响着车，主要看节气门故障，清洗节气门怠速电机试一试|技师说：检查一下火花塞，缸压，以及喷油嘴喷油量，进气系统进水最有可能导致气门收损导致缸压不足|技师说：节气门故障说的是节气门位置传感器性能故障么？|车主说：是的|车主说：[语音]|技师说：那考虑更换节气门。节气门坏了|车主说：[语音]|技师说：你的节气门位置的插头是几根线的|技师说：测量一下插头的电源线打铁线以及到发动机电脑板的信号线是否正常，电源线12伏信号线五伏左右|车主说：465Q5的|技师说：线路没有碰过线一般不会坏发动机进水烧电脑的可能性不大，用诊断电脑读取节气门开度信号数据是否正常|车主说：[语音]|技师说：节气门坏的可能性较大，测量一下汽油泵油压油压正常的话测量一下喷油嘴喷油量是否正常，火花塞跳火强度可以的话考虑更换节气门|车主说：[语音]|车主说：[语音]|技师说：拿了节气门了装上试一试了，然后读取进气压力传感器～空气流量数据是否正常,考虑节气门故障排除控制线路
150,Q5151,奔腾,奔腾X80,今天晚上车子没有电了，打不着火，用人家电瓶哒火，着火以后显示屏不亮了，请问一下什么原因,技师说：有可能是仪表死机造成的，建议测量一下发电量，然后到4s店用专用电脑检查一下车子有没有故障码，检查电瓶存电量是否正常|车主说：我朋友今天在车上的，他说也没有听音乐，就是把钥匙开在那里的，晚上下班就没有电了，|车主说：搭火以后车子着火了，显示器不亮了，是不是保险丝烧了|技师说：点火开关打开后是不是所以的仪表指示灯都点亮了|车主说：是的|车主说：以前也没有出现过这种情况，我一个礼拜不开，也没有事的|技师说：那是你们把电瓶的电量消耗没了|车主说：那我搭火以后显示器没反应了，是不是保险丝烧了啊|技师说：那是电瓶之前充电就不足，这次彻底把电瓶电放干净了，电瓶常时间充电不足就会这样|技师说：有可能是还要看看其他电控系统是否故障码|车主说：我已经开到家了，别的非常正常，就是显示器不亮了|技师说：那就先把电瓶断电试试，然后在给电瓶充电|车主说：在这没有搭火以前我把电瓶正接卸下来过|技师说：要在车子正常启动后，在断电瓶试|车主说：[语音]|技师说：不好意思语音听不清楚请打字|车主说：那我明天早上把车子打着火，以后在停了，再把电瓶正接卸下来，在装上看看可以吗|技师说：行，如果还是黑屏就需要到4s店诊断电脑进行检查看看是其他什么问题|车主说：会不会保险丝烧了啊|技师说：有可能具体需要检查，修车是靠检查不是靠猜的|车主说：嗯|车主说：我车子原来在上海开的，防冻液换的-25的现在在内蒙古开冬天的时候要不要换成-45的啊|技师说：要换|车主说：我车子是自吸的用5W-30还是用5W-40的啊|技师说：5w40|车主说：用半合成的可以吗|技师说：可以|车主说：我在网上买过龙蟠机油怎么样啊|技师说：没说过这种机油|车主说：那这一次到4S店里面换吧|技师说：行|车主说：还有我听人家说，在机油滤芯下面放一块磁铁可以吗|技师说：没有用,该车是由于电瓶严重放电造成车子无法启动，建议电瓶充电，然后到4s店使用诊断电脑进行检查仪表系统故障码，根据故障码内容检修
151,Q5152,本田,思域,全新名爵6和本田思域比较，这两款车哪款更值得入手?,技师说：建议买本田思域吧，从品牌角度出发名爵还是属于小众车型，忘保值以后想买的话本田的保值还是非常高的,买车还是要考虑识辨度、和保值方面
152,Q5153,奔腾,奔腾B70,加油很吃力 跑不起速度 高速上坡路2500转80码 平路2100转100  用力踩油门伴有啪啪啪的声音 求大师指路,技师说：检查进气管路是否松脱，检查排气三元催化是否堵塞或开裂损坏等。|车主说：三元催化检查了 没堵|车主说：帮我把喷油嘴也清洗了 火花塞也换了|技师说：有没有故障码呢，清洗发动机积碳咯。|车主说：发动机故障灯不亮  没有用解码器读|技师说：建议先读故障看看|车主说：好的 我再开去看看,如果检查过三元催化，检查检查进排系统是否漏气，检查发动机积碳，读取车辆故障码进一步分析确认。
153,Q5154,,,我是启辰D60前刹车盘跑20来公里就热的厉害不敢碰,技师说：您好，你这个问题是刹车分泵不回位，导致刹车片与刹车盘长时间接触，产生更多的热量，建议去做个四轮刹车保养。, 去正规的修理厂做个四轮刹车保养
154,Q5155,丰田,雷凌,我的车是雷凌2017款，1.2t汽油版，银色，现在1560公里，今日发现空调时冷时热，一会制冷一会不制冷，去4s店检查说是压缩机坏了要更换。我要更换吗。如果我换了，我怎么才知道他有没有换了一个全新的给我。求答,技师说：[语音]|车主说：就是说不用担心4s店出花样？那会有这样的可能吗？距给我不更换就给我维修好会这样吗？还有我想问新车出现这样的问题会影响机头吗？我的还没满月呢。??????压缩机坏了属于大问题不|技师说：[语音]|车主说：不好意思呀，文件损坏了，听不了，麻烦重复一次|车主说：麻烦了|技师说：是这样的，他肯定不会给您维修，因为现在压缩机都是可变排量的结构，第一，他没有这样的配件，第二维修这一块费用他问谁要呢？其实他没有必要这么做的，就是说他没有必要给您维修压缩机，只要有问题，在保修期内，他完全可以给您更换一个新的，然后问厂家要这部分钱。更换新的多省事，而且绝对也不会有问题，如果维修的话，有可能后期还会产生问题，这不是自找麻烦吗？|技师说：压缩机是一个附属部件，跟发动机没什么关系的，他就是安装在发动机的侧面。所以更换起来也比较简单吧，拆下来直接安装上就可以。|技师说：您可以在更换的时候守着看就可以了，他肯定现在没有配件，等来了配件的时候，您就站在边上看一下，他肯定是个新的。|车主说：嗯嗯，明白。我就是担心，我汽车空调问题，是一会冷，一会不冷的，说他坏又不是全坏，我担心他就修好给我就算了，|技师说：[语音]|技师说：[语音]|车主说：但是我车在广州提的，维修却回了云浮。|技师说：这个您不用担心车辆是全国联保|车主说：好的。谢谢了。|车主说：谢谢你了。|技师说：非常感谢您的打赏，祝您用车愉快。可以点击关注，将来有问题一对一咨询。|车主说：还有最后一个问题，我的这个问题会是什么原因导致的呢，是我运气问题，还是我平时操纵有问题？|技师说：[语音]|车主说：好的，可能是我运气太好了吧，|技师说：[语音]|车主说：????换压缩鸡不用拆很多东西吧？|技师说：是的，不需要拆很多东西的，拿下皮带来，分开连接的管子就可以拆下来了。|车主说：台速稳定，但是台速的时候听到明显的哒哒哒，这也属于正常现象吗？|技师说：1.2t的发动机带有一个高压油泵，这个高压油泵的确是能够发出一个较明显的声音。你可以跟相同的车型做个对比。|车主说：嗯嗯，如果对比出来没有什么大的明显就没有问题对吧，|技师说：是的,这个您尽管放心，他肯定是不会给您维修，或者是更换一个二手的。经销店给您更换新的，他才能向厂家要维修的费用。
155,Q5156,别克,凯越,大师你们好！请问老款凯越空调干燥瓶多久换一次，出现什么情况需要跟换，去年换过一个膨胀阀，急等,技师说：[语音]|车主说：抽空抽过一次，换膨胀阀，也清洗管道了，|车主说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|车主说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|技师说：[语音]|车主说：您说的是空调泵，就是压缩机吧！如果是压缩机问题，那就得换了吧|技师说：[语音]|车主说：好的！大师明白了！现在有点后悔，去年换膨胀阀原因就是膨胀阀铝管周围结冰才换了，当时拆下来里面有点灰黑色的东西，不是太多，不知道需不需要换干燥瓶，|车主说：那灰黑色的东西不知道是不是压缩机产生的|技师说：[语音]|车主说：而且之前就是结冰换的膨胀阀，换了膨胀阀，快一年了也没有出现泄露|技师说：[语音]|车主说：去年管路清洗了，真空抽了，唯一就是干燥瓶没换，有没有问题|车主说：大师最后问下，抽真空抽到什么程度才算完全抽干净，因为当时抽真空我没在意，怕修理厂忽悠我，我们这边修理厂黑的很|技师说：[语音]|技师说：[语音]|技师说：[语音]|车主说：大师，您说的干燥瓶也会吸收水分，那这水分在干燥瓶里面怎么排出去|车主说：是一直循环吗？|技师说：[语音]|车主说：好的！感谢！大师！这样我就放心|技师说：您客气，有问题再沟通。|技师说：您客气，有问题再沟通|技师说：非常感谢,干燥瓶正常使用是不需要更换的，除非是里面有水导致结冰，或者是有发黑的现象。
156,Q5157,丰田,普拉多(进口),大师们好 我车是进口普拉多 2.7  2013购买的 变速箱挂在停车档  在熄火状态下 不踩刹车 都可随意切换档位 这是什么原因呢？ ,技师说：[语音],主要原因是刹车开关有问题，和档位机构问题。紧急解锁按钮被东西卡住长按下去
157,Q5158,江淮,瑞风S3,cvt变速箱起步顿挫,技师说：您好 跑多少公里了|车主说：80000|车主说：江淮瑞风S3起步会挫顿一下，然后就会往前一窜|车主说：在吗|技师说：您好|技师说：变速箱油换过不|技师说：刚才手机没电了 亲|技师说：亲 在不 亲|车主说：更换过|车主说：在吗|车主说：回复可以快点吗|车主说：怎么不说话|技师说：在|技师说：对不住亲|技师说：节气门洗了不|技师说：节气门脏进气量不稳会导致这种情况|车主说：洗了|车主说：连阀体都换了|技师说：根据您的情况首先要确定是底盘联动件有问题 还是发动机的问题 还是变速箱的问题|车主说：因为还在保质期|技师说：根据您的情况 以前没有这种情况吧|车主说：没有|技师说：4年十万公里|技师说：是保4年十万吗|车主说：有时候一起步就有一下空油门，接着顿一下，再往前窜|车主说：三年|技师说：您的情况最大的可能是耦合器有问题导致发动机的动力不能平顺的输送给变速箱|车主说：这个车有没有离合器呢|车主说：离合器吗|技师说：没有离合器 无级变速的|技师说：对|车主说：耦合器吗|技师说：和手动变速箱不一样|车主说：耦合器是哪个部位|车主说：我的阀体都换了还是一样|车主说：有时候又不会，大多数都会，特别是等红绿灯的时候|技师说：不是阀体的问题|技师说：耦合器在变速箱和发动机之间的一个圆包|车主说：你觉得大多数是哪几个问题|车主说：耦合器是哪个部位|技师说：如果以前没有起步顿挫的话 现在出现了 纯属质量问题|技师说：耦合器最有可能|车主说：还有别的可能吗|车主说：有时候陡坡起步给油门车不会动|车主说：在吗|技师说：[语音]|技师说：[语音]|技师说：[语音]|技师说：[语音]|技师说：能听到吗|技师说：还有一种可能是电控单元给的信号延迟 节气门信号 转速信号 车速信号和电控单元信号不同步 导致你这种情况|车主说：哦|技师说：这种情况4s修不了|技师说：建议您找专修自动变速箱的技术人员维修|技师说：无级变速区别普通自动变速箱 对维修的技术要求性高|技师说：零件精密度强|技师说：气退一步来说 4s应该给您换一台新的变速箱 就好了|技师说：您觉得我说的对吗|技师说：亲 在不|技师说：亲|车主说：在|技师说：请问您还有什么疑问的地方吗|车主说：耦合器是不是变速箱里面的|技师说：耦合器在变速箱和发动机之间|技师说：你这问题到专修自动变速箱 这就是小毛病|车主说：耦合器是要换总成吗|车主说：还是可以维修呢|技师说：换总成|技师说：[语音]|车主说：如果是变速箱问题呢|车主说：以你的经验变速箱里面是什么原因|技师说：[语音]|车主说：就是全部会到三十马力就不会了|车主说：起步以后就不会，有没有可能变速箱齿轮|技师说：[语音]|技师说：跟齿轮没关系,更换变速箱总成
158,Q5159,丰田,锐志,大灯刹车灯都正常，示宽灯，前后雾灯，尾灯都不亮 ,技师说：先检查一下示宽灯保险丝有没有烧，示宽灯不亮，前后雾灯也就不会亮。|车主说：不知道在哪？在哪？|技师说：[语音]|技师说：[语音]|车主说：四个保险盒，，不知道哪个里面|车主说：发动机左右，驾驶室左右，各一个|技师说：[语音]|技师说：[语音]|车主说：我是左驾|车主说：电脑在左边|车主说：您指的是驾驶室里面？|技师说：[图片]|技师说：[图片]|技师说：[语音],建议检查尾灯的保险丝或者示宽灯的保险丝是否烧了，尾灯正常情况才去检查前后雾灯。保险丝在电脑板盒旁边的保险丝盒内
159,Q5160,丰田,雷凌,丰田广汽2017款雷凌1.2T自动挡，车龄不到1年，车曾在高速被人追尾，后经4S店维修后上路约500公里后首次出现汽车气囊灯亮，后去4S店电脑检测，为左后侧短路。初次判断以为左后侧C柱内线路打铁导致短路，处理后气囊灯消失，后驾驶100公里左右气囊灯再次亮起，再次进入4S店维修，本次维修将后排左右两侧安全阀相互调换，后气囊灯消失，在行驶100公里突然气囊灯再次亮起，4S店说需要更换线速。备注:高速事故中气囊没有弹出，车是2017款自动挡领先，2017年4月提车。 问题:1.更换线速能否彻底解决气囊灯问题 2.车不在气囊召回内 3.高速被追尾所更换备件里没有安全带和线速 4.线速费用多少钱？ 5.可以要求4S店免费不？,技师说：你好，你可以简单线束有没有明显破损的地方，没有破损外观没有坏可以申请保修。线束具体价格要车架号查询。但线束坏的可能性不大，建议叫他找出具体坏的地方|车主说：线速如果没有破损可以申请保修，维修人员怀疑线速插头的问题。|车主说：除了安全带，线速，还有哪里可以导致气囊灯亮，电脑故障码显示左后侧线路短路|技师说：[语音]|技师说：[语音],除了线束还有可能气囊电脑板问题，建议找出气囊线束坏的具体地方，没有明显外观损坏的地方，就可以申请保修
160,Q5161,大众,迈腾,我想咨询大众迈腾如何,技师说：您好，大众迈腾这款车是比较不错的，动力好，空间大，乘坐舒适，偏适合于商用。但是后期维修保养费用比较高一些。|车主说：换挡逻辑，噪音，操控性，油耗，舒适性|车主说：和他一个档次的有哪些车|技师说：帕萨特|车主说：能不能推荐几款小车，价格在20左右，符合上述要求|车主说：双离合稳定吗|技师说：本田雅阁  凯美瑞|技师说：双离合的相对普通自动变速箱来说，稳定性差一些。|车主说：新款雅阁动力怕不够|车主说：不喜欢肉的车|车主说：你觉得大众双离合如何|技师说：缸内直喷的发动机动力也是可以的。|技师说：大众双离合尽量选择湿式双离合的，不要选择干式的，干式小问题更多。|技师说：大众迈腾采用的第三代ea888发动机，虽然说没有严重烧机油的现象，但是也有消耗机油的现象。|车主说：雅阁和凯美瑞相比哪个更胜一筹|技师说：大众迈腾 不如本田雅阁 凯美瑞省心 省油。|技师说：雅阁和凯美瑞差不多，但是凯美瑞的乘坐更舒适一些。|技师说：这个需要您自己去试驾，感受一下。|车主说：恩，谢谢|技师说：不客气|车主说：还有没有推荐的车型|车主说：你自己觉得性价比还可以的|技师说：我只能给您推荐这几款车，太多的话，您更会眼花缭乱的。|车主说：我会一一对比|车主说：我自己就是不知道那些作为选项|车主说：雅阁你推荐哪款|技师说：别克君威|车主说：还有就是日本车的安全性能|技师说：并不是说日系车的钣金薄，安全性就差，主要他看他的安全配置。再厚钣金，在重大交通事故的面前，都是一层纸。,大众迈腾这款车是不错的，动力好，空间大，配置丰富，性价比比较高。乘坐舒适 但是它的日后维修保养费用比较贵，偏向于商用。最近还需要您4s店去试驾，感受一下。
161,Q5162,本田,飞度,本田飞度加那种冷却液好,技师说：您好 您具体需要多少度数的防冻液呢|技师说：没有固定的哪个牌子的防冻液好不好 有本田专用的防冻液|技师说：专用的防冻液好|车主说：一般情况下用多少度的好|技师说：也有壳牌 长城 蓝星等诸多知名品牌的防冻液|技师说：零下40度的防冻液|技师说：冰点较高的防冻液稳当|车主说：好好|技师说：建议您加壳牌防冻液 冰点系数高|技师说：请问您还有什么要咨询的吗 亲|车主说：42度的可以用吗|技师说：可以用|车主说：好谢谢|技师说：请问还有什么问题吗|车主说：问一下本田飞度冷却箱在那个位置|车主说：本田飞度车型2008款车型冷却箱在那个位置|技师说：发动机前面|车主说：前面有两个是那一个一个是雨刷水箱|车主说：中间一个是冷却箱吗|技师说：[语音],冰点高一点的防冻液比较好 比如壳牌
162,Q5163,雪佛兰,科鲁兹,科鲁兹正时皮带轮异响，就打车时响个两三秒，然后放时间长了车子在打车还是响，就响几秒，其他正常，什么原因，之前维修过，换过两个盘，还是打车异响,技师说：您好 是不是皮带过紧啊|车主说：换过正时皮带，后来清过积碳，猛轰油门了，后来打车就这样了|车主说：修理厂说是皮带轮泄压|技师说：皮带轮怎么会泄压|技师说：第一次听说|车主说：皮带盘里面不是有油道吗|技师说：[语音]|车主说：就是刚打着车皮带盘异响|车主说：几秒后就不想了|技师说：是不是油压不够啊|技师说：或者说里面油存不住|车主说：反正车子放一会打车还是响|车主说：应该是寸不住油|技师说：感觉就像油留不住|技师说：不知是不是里面的单向搭坏了|车主说：单向阀吗|技师说：是的|车主说：不知道|车主说：回头我去修理厂看看，不修可以吗|车主说：不影响使用|技师说：问题不是打问题就是听着不舒服 不修也没使的|车主说：对|技师说：恩开段时间再说吧说不定又好了呢|车主说：听着难听，修过几回气门室盖，打过几回胶，是不是胶堵塞油道了|技师说：我感觉就是存不住油的感觉|技师说：油压不够所以响2/3秒|车主说：单向阀问题吗|技师说：我感觉有可能|技师说：挺像的|车主说：有几个单向阀|技师说：一个|车主说：怎么说中钢一个，发电机后面一个|车主说：好的，谢谢，回头去修理厂看看|技师说：恩问题并不是很发大不必太在意|车主说：嗯,建议还是检查看下皮带轮有没有问题
