Unnamed: 0,QID,Brand,Model,Question,Dialogue,Report
158,Q5159,丰田,锐志,大灯 刹车灯 都 正常 示宽灯 前后 雾灯 尾灯 都 不亮,技师 说 先 检查一下 示宽灯 保险丝 有没有 烧示 宽 灯不亮 前后 雾灯 也 就 不会 亮 车主 说 不 知道 在 哪 在 哪 技师 说 技师 说 车主 说 四个 保险盒 不 知道 哪个 里面 车主 说 发动机 左右 驾驶室 左右 各 一个 技师 说 技师 说 车主 说 我 是 左驾 车主 说 电脑 在 左边 车主 说 您 指 的 是 驾驶室 里面 技师 说 技师 说 技师 说,建议 检查 尾灯 的 保险丝 或者 示宽灯 的 保险丝 是否 烧 了 尾灯 正常 情况 才 去 检查 前后 雾灯 保险丝 在 电脑板 盒 旁边 的 保险丝 盒内
159,Q5160,丰田,雷凌,丰田 广汽款 雷凌 自动 挡车 龄 不到 年车 曾 在 高速 被 人 追尾 后 经店 维修 后 上路 约 公里 后 首次 出现 汽车 气囊 灯亮 后 去 店 电脑 检测 为 左 后侧 短路 初次 判断 以为 左 后 侧柱 内 线路 打铁 导致 短路 处理 后 气囊 灯 消失 后 驾驶 公里 左右 气囊 灯 再次 亮 起 再次 进入 店 维修 本次 维修 将 后排 左右 两侧 安全阀 相互 调换 后 气囊 灯 消失 在 行驶 公里 突然 气囊 灯 再次 亮 起店 说 需要 更换 线速 备注 高速 事故 中 气囊 没有 弹 出车 是 款 自动挡 领先 年 月 提车 问题 更换 线速 能否 彻底解决 气囊 灯 问题 车 不 在 气囊 召回 内 高速 被 追尾 所 更换 备件 里 没有 安全带 和 线 速线速 费用 多少 钱 可以 要求 店 免费 不,技师 说 你 可以 简单 线束 有没有 明显 破损 的 地方 没有 破损 外观 没有 坏 可以 申请 保修 线束 具体 价格 要 车架号 查询 但 线束 坏 的 可能性 不 大 建议 叫 他 找出 具体 坏 的 地方 车主 说线速 如果 没有 破损 可以 申请 保修 维修 人员 怀疑 线速 插头 的 问题 车主 说 除了 安全带 线速 还有 哪里 可以 导致 气囊 灯亮 电脑 故障 码 显示 左 后侧 线路 短路 技师 说 技师 说,除了 线束 还有 可能 气囊 电脑板 问题 建议 找出 气囊 线束 坏 的 具体 地方 没有 明显 外观 损坏 的 地方 就 可以 申请 保修
160,Q5161,大众,迈腾,我 想 咨询 大众 迈腾 如何,技师 说 大众 迈腾 这款 车 是 比较 不错 的 动力 好 空间 大 乘坐 舒适 偏 适合 于 商用 但是 后期 维修保养 费用 比较 高 一些 车主 说 换挡 逻辑 噪音 操控性 油耗 舒适性 车主 说 和 他 一个 档次 的 有 哪些 车 技师 说 帕萨特 车主 说 能 不能 推荐 几款 小车 价格 在 左右 符合 上述 要求 车主 说 双 离合 稳定 吗 技师 说 本田雅阁 凯美瑞 技师 说 双 离合 的 相对 普通 自动 变速箱 来说 稳定性 差 一些 车主 说 新款 雅阁 动力 怕 不够 车主 说 不 喜欢 肉 的 车 车主 说 你 觉得 大众 双 离合 如何 技师 说 缸内 直喷 的 发动机 动力 也 是 可以 的 技师 说 大众 双 离合 尽量 选择 湿式 双 离合 的 不要 选择 干式 的 干式 小 问题 更 多 技师 说 大众 迈腾 采用 的 第三代 发动机 虽然 说 没有 严重 烧 机油 的 现象 但是 也 有 消耗 机油 的 现象 车主 说 雅阁 和 凯美瑞 相比 哪个 更胜一筹 技师 说 大众 迈腾 不如 本田雅阁 凯美瑞 省心 省油 技师 说 雅阁 和 凯美瑞 差不多 但是 凯美瑞 的 乘坐 更 舒适 一些 技师 说 这个 需要 您 自己 去 试驾 感受一下 车主 说恩 谢谢 技师 说 不 客气 车主 说 还有 没有 推荐 的 车型 车主 说 你 自己 觉得 性价比 还 可以 的 技师 说 我 只能 给 您 推荐 这 几款 车太多 的话 您 更会 眼花缭乱 的 车主 说 我会 一一 对比 车主 说 我 自己 就是 不 知道 那些 作为 选项 车主 说 雅阁 你 推荐 哪款 技师 说 别克君威 车主 说 还有 就是 日本 车 的 安全 性能 技师 说 并 不是 说 日系车 的 钣 金薄 安全性 就 差 主要 他 看 他 的 安全 配置 再厚 钣 金 在 重大 交通事故 的 面前 都 是 一层 纸,大众 迈腾 这款 车 是 不错 的 动力 好 空间 大 配置 丰富 性价比 比较 高 乘坐 舒适 但是 它 的 日后 维修保养 费用 比较 贵 偏向 于 商用 最近 还 需要 您 店 去 试驾 感受一下
161,Q5162,本田,飞度,本田 飞度 加 那种 冷却液 好,技师 说 您 具体 需要 多少 度数 的 防冻液 呢 技师 说 没有 固定 的 哪个 牌子 的 防冻液 好不好 有 本田 专用 的 防冻液 技师 说 专用 的 防冻液 好 车主 说 一般 情况 下用 多少度 的 好 技师 说 也 有 壳牌 长城 蓝 星等 诸多 知名品牌 的 防冻液 技师 说 零下 度 的 防冻液 技师 说 冰点 较 高 的 防冻液 稳当 车主 说 好好 技师 说 建议您 加 壳牌 防冻液 冰点 系数 高 技师 说 请问 您 还有 什么 要 咨询 的 吗 亲 车主 说度 的 可以 用 吗 技师 说 可以 用 车主 说好 谢谢 技师 说 请问 还有 什么 问题 吗 车主 说 问 一下 本田 飞度 冷却 箱 在 那个 位置 车主 说 本田 飞度 车型 款 车型 冷却 箱 在 那个 位置 技师 说 发动机 前面 车主 说 前面 有 两个 是 那 一个 一个 是 雨 刷 水箱 车主 说 中间 一个 是 冷却 箱 吗 技师 说,冰点 高 一点 的 防冻液 比较 好 比如 壳牌
162,Q5163,雪佛兰,科鲁兹,科鲁兹 正时 皮带轮 异响 就 打车 时响 个 两 三秒 然后 放 时间 长 了 车子 在 打车 还是 响 就 响 几秒 其他 正常 什么 原因 之前 维修 过换 过 两个 盘 还是 打车 异响,技师 说 是不是 皮带 过紧 啊 车主 说换 过 正时 皮带 后来 清过 积碳 猛 轰 油门 了 后来 打车 就 这样 了 车主 说 修理厂 说 是 皮带轮 泄压 技师 说 皮带轮 怎么 会泄压 技师 说 第一次 听说 车主 说 皮带 盘 里面 不是 有油道 吗 技师 说 车主 说 就是 刚 打着 车 皮带 盘异响 车主 说 几秒 后 就 不想 了 技师 说 是不是 油压 不够 啊 技师 说 或者说 里面 油存 不住 车主 说 反正 车子 放 一会 打车 还是 响 车主 说 应该 是 寸 不住 油 技师 说 感觉 就 像 油 留不住 技师 说 不知 是不是 里面 的 单向 搭坏 了 车主 说 单向阀 吗 技师 说 是 的 车主 说 不 知道 车主 说 回头 我 去 修理厂 看看 不修 可以 吗 车主 说 不 影响 使用 技师 说 问题 不是 打 问题 就是 听 着 不 舒服 不修 也 没 使 的 车主 说 对 技师 说恩开 段时间 再说 吧 说不定 又 好 了 呢 车主 说 听 着 难听 修过 几回 气门 室盖 打过 几回 胶 是不是 胶 堵塞 油道 了 技师 说 我 感觉 就是 存 不住 油 的 感觉 技师 说 油压 不够 所以 响 秒 车主 说 单向阀 问题 吗 技师 说 我 感觉 有 可能 技师 说 挺 像 的 车主 说 有 几个 单向阀 技师 说 一个 车主 说 怎么 说 中钢 一个 发电机 后面 一个 车主 说好 的 谢谢 回头 去 修理厂 看看 技师 说恩 问题 并 不是 很 发大 不必 太 在意 车主 说 嗯,建议 还是 检查 看 下 皮带轮 有没有 问题
163,Q5164,现代,瑞纳,款瑞纳 加装 蜗牛 喇叭 怎么 加装 直接 接 上线 行 吗,技师 说 这个 加装 的话 直接 找个 地方 只要 能 固定 住 就行了 不过 线 可能 需要 改动 一下 因为 原车 插头 跟 喇叭 插头 不 一样 买根 喇叭 插头 就 可以 了 技师 说线 直接 接上 喇叭 固定 好 就行了 车主 说 直接 从 原车 喇叭 那接 出 两根 线 接到 蜗牛 喇叭 行 吗 车主 说 在 吗 师傅 技师 说 可以 的 技师 说 刚才 在 吃饭 不好意思 啊 技师 说 您 可以 从 原车 喇叭 上 另接 两根 线 出来 就行了 车主 说好 的 谢谢 车主 说 原车 有 继电器 是 吗 不用 在 装 继电器 是 吗 谢谢 技师 说 有 带 继电器 的 你 直接 从 旧 喇叭 接 两根 线 是 可以 的 车主 说好 的 好 的 谢谢 技师 说 不 客气 的 很 高兴 帮 您,可以 直接 进行 接线 的
164,Q5165,雷克萨斯,雷克萨斯,故障 代码 是 什么 意思 什么 需要 更换 什么 配件 吗,技师 说 故障 码 没消 吗 技师 说 能 消 的 掉 吗 车主 说 消不掉 无法 消除 该车 带自 适应 巡航 功能 现在 中 网 标有 一条 划痕 是否 中 网标 已损坏 技师 说 可以 量 下 线束 通断 情况 技师 说 如果 有 阻直 的话 应该 就 没有 问题 车主 说 这个 故障 码 一般 是 什么 原因 技师 说 我 查下 技师 说 这个 应该 和 循环 没什么 关系 技师 说 上面 显示 助车 辅助 应该 是 制动 这块 的 车主 说 谢谢 车主 说 现在 仪表 没有 任何 提示 也 没有 故障 灯 但 用 电脑 附近 去 就 显示 这个 故障 技师 说 有没有 什么 开着 不 舒服 的 地方 比如 动力 这方面 车主 说 现在 还 没 试车 明天 才能 试车 了 技师 说 我 估计 应该 没有 什么 大 的 问题 明天 跑跑 看 我 等 下查 下 看 这方面 的 资料 车主 说好 的 多谢 技师 说 那个 是 智能 泊车 辅助 系统 技师 说 车主 说 那 这个 故障 怎么 处理 呢 技师 说 现在 行使 有没有 问题 呢 技师 说行 不 一切正常 的话 那 我 觉得 可能 是 偶尔 性 故障 车主 说 现在 超声波 雷达 失效 前杠 的 都 失效 了 技师 说 前杠 的 标换 了 没有 技师 说 这个 传感器 我 估计 就是 前面 技师 说 是不是 实故 车 啊 车主 说标 没换 撞 过 技师 说 那 撞 的 那边 有没有 传感器 之类 的 技师 说 应该 问题 就 出 在 那 车主 说 嗯 再 检查 检查 技师 说 有 情况 再 谈谈,这个 应该 有 可能 是 传感器 出 问题 了 建议 检查 下 撞 的 地方 有没有 传感器 之类 的
165,Q5166,比亚迪,比亚迪,我开 的 比亚迪 改气 后 发动机 特别 没劲 跑 到 就 在 提 不 上去 了 还有 就是 上坡 特别 没劲 昨天 上坡 直接 用 一档 都 上 不 去 换成 油 以后 也 一样,技师 说 油汽 都 没有 问题 的话 说明 火花塞 可能 不好 导致 的 技师 说 建议 检查 下 火花塞 是否 有 问题 车主 说 火花塞 刚换 过 之前 说 两个 火花塞 坏 了 换 了 个 火花塞 后 动力 还 不如 之前 的 车主 说 还有 上次 换 火花塞 的 时候 修理厂 师傅 说 点火 线圈 也 有 问题 一起 换 了 一共 花 了 技师 说 您 这个 的话 换 的 是 什么 火花塞 车主 说不清楚 修理厂 师傅 换 的 他 知道 我 改气 了 四个 火花塞 加 手工 车主 说 空滤 也 换 了 技师 说 这个 跟 空滤 应该 没有 关系 的 我 怀疑 应该 还是 火花塞 问题 因为 改气 的话 火花塞 温度 要 比 用油 的 很 高 一般 都 要 用 天燃汽 专用 的 火花塞 呢 技师 说 因为 你 说 换 了 个 动力 还 没 以前 好 说明 这 火花塞 不行 车主 说 而且 一到 速度 感觉 就 上 不 去 了 油门 到底 了 转速 在 转 左右 但是 空档 的 时候 油门 踩 到底 发动机 转速 可以 上 一档 的 时候 也 上 到 油门 到底 车主 说会 不会 和 积碳 和 三元催化 堵塞 有 关系 技师 说 三元催化 器堵 这个 也 有 关系 的 排气 不畅 也 影响 动力 了 车主 说 昨天 停车 上 在 三楼 一个 老 司机 在 看 上坡 上 不 去 用油 一档 也 走不动 最后 几个 人 推上去 的 技师 说 那 我 建议 检查 下 排气管 看看 技师 说 把 排气管 螺丝 松掉 看下 车主 说 普通 修理厂 可以 解决 吗 还是 必须 要 到 比亚迪 店去 维修 技师 说 一般 的 修理店 就 可以 搞定 的 车主 说 车主 说 费用 大概 多少 内 还是 外 技师 说 有 情况 保持联系 技师 说 堵 的话 桶 掉 技师 说寿个 工时费 技师 说 先 不要 换 三元催化 车主 说 技师 说 如果 堵 的话 桶 掉 跑 段时间 再说 车主 说 正常 手工费 多少 本人 很少 有 修车 经验 技师 说 最 多 工时 车主 说 去 了 让 先 检查 火花塞 和 点火 线圈 然后 在 让 检查 三元催化 器 和 油气 路 车主 说 车主 说 谢谢 技师 说 没事 的 有 情况 保持联系 车主 说,建议 用天 燃汽 专用 的 火花塞 看看 另外 检查 下 三元催化
166,Q5167,现代,瑞纳,如何 知道 防冻液 缺不缺 啊,技师 说 车主 说 看 了 看 风扇 那 的 水箱 看到 防冻液 啊 怀疑 是不是 没有 啦 车主 说 看不到 防冻液 技师 说 技师 说 车主 说 对 车主 说 看不到 车主 说 不是 说 防冻液 有 颜色 吗 技师 说 技师 说 车主 说 原车 带 的 从来 没换 过 呢 车主 说 水温 也 没报 过警 技师 说 车主 说好 的 技师 说好 的 你 可以 关注 我 后面 有 什么 问题 随时 联系 谢谢 你 对 汽车 大师 支持,这个 建议 把 水壶 打开 检查一下 看看 是不是 有 缺少 如果 有 进行 添加 就 可以 的 很 高兴 为 你 解答
167,Q5168,日产,天籁,款 天籁 行车 和 停车 启动 的 时候 会 发出 咚咚 声 和 摩擦 声换 了 平衡 胶套 和 竖杆 还是 没有 解决问题 我 想 问 一下 还有 什么 原因 导致 这样,技师 说 技师 说 车子 起步 和 停车 时候 会 出现 这个 声音 车主 说 听 不到 车主 说 起步 的 时候 会 有 技师 说 可能 是 我 这边 信号 不好 技师 说 开 起来 就是 没有 吗 车主 说开 起来 也 有 这 声音 技师 说 这个 声音 有没有 随着 速度 变化 车主 说 好像 有 技师 说 这个 声音 如果 是 有 变化 的 建议 检查一下 刹车 传动轴 囚笼 看看 车主 说好 的 技师 说好 的 你 可以 关注 我 后面 有 什么 问题 随时 联系 谢谢 你 对 汽车 大师 支持 车主 说好 的 技师 说 车主 说 在 吗 技师 说 车主 说 还有 这么 个 症状 技师 说 车主 说 就是 一 上车 往 座椅 上 一 坐 就 会 有 咚 的 一声 车主 说 声音 不是 太大能 听见 技师 说 技师 说 车主 说 就是 底盘 发出 来 的 车主 说 能 听见 了 技师 说 车主 说 对 的 技师 说 车主 说好 的 技师 说 车主 说 十分 感谢 技师 说 你 太 客气 了 车主 说 基本 能 断定 是 减震 的 毛病 了 是 吗 有 个 修车 的 也 说 过 可能 是 减震 的 毛病 技师 说 技师 说,你 的 这个 应该 是 减震器 造成 的 建议 检查一下 弹簧 减震器 顶胶 看看 很 高兴 为 你 解答
168,Q5169,福特,福克斯,我 万年 了 个 新 福克斯 自动挡 的 的 嗯 这开 了 万多公里 的 最近 出现 一个 现象 起步 的 时候 挂 低档 她 会 像 有 了 个 齿轮 撞击声 一样 咔 咔响 两下 嗯 就是 踩油门 的 时候 车子 还 没 走 他 卡 两声 然后 才 起 然后 才 走 然后 等 红衣 的 是 等 红绿灯 时 停下来 一会 这 样子 一会 想 一会 咔 咔 咔 的 响,技师 说 车主 说 我 也 搞不清楚 声音 是 哪里 我 感觉 有点像 那个 像 那个 驱动 轴 跟 轮胎 只 跟 那个 轮子 跟 好像 但是 轮子 之间 的 那种 声音 的 感觉 有点像 那个 轮子 上 那个 那个 那个 车主 说 技师 说 技师 说 技师 说 车主 说 謝謝 明试 下 技师 说好 的,你 的 这个 建议 把 车子 顶 起来 挂挡 实验 一下 看看 是不是 传动轴 和 囚笼 连接处 出现 的 声音 很 高兴 为 你 解答
169,Q5170,雪佛兰,景程,雪佛兰 景程款 刚 启动 时 发动机 抖动 的 厉害 缸 缺火 发动机 故障 灯亮了,技师 说 技师 说 车主 说 是 的 技师 说 车主 说 在 修理厂 检查 的 但是 没 修好 技师 说 车主 说 是 要 换 汽油 的 滤杯 吗 车主 说 到 店里 会 不会 专业 一点 技师 说 车主 说 发动机 故障 灯亮了 是 什么 原因 消除 不 掉 技师 说 车主 说 为什么 修车铺 修 不好 呢 是不是 要 到 店 售后 维修 呢 车主 说 这种 情况 售后 维修 费用 大概 会 是 多少 技师 说 技师 说 车主 说行 好 的 谢谢 了 技师 说 不 客气 你 可以 关注 我 后面 有 什么 问题 随时 联系 谢谢 你 对 汽车 大师 支持,你 的 这个 建议 检查 四缸 高压 火 和 喷油 特别 是 线路 很 高兴 为 你 解答
170,Q5171,别克,君威,年 别克 新君威 冷车 车子 不好 启动 需要 多大 几次 火边 打火 边 踩油门 才能 启动 这是 什么 情况,技师 说 车主 说 节气门 洗 了 匹配 了 火花塞 换 了 汽油 格换 了 技师 说 技师 说 车主 说 这个 没 问题 技师 说 技师 说 车主 说 喷油量 可以 车主 说 油压 没 量 技师 说 技师 说 技师 说 技师 说 抱歉 刚刚 发错 了 技师 说 车主 说 要 几斤 技师 说,你 的 这个 建议 还是 选择 检查一下 积碳 其次 就是 检查一下 油压 很 高兴 为 你 解答
171,Q5172,斯柯达,昕 动,想 给 女儿 买 一个 代步车 预算 万 等 女儿 结婚 后 再 给 她 买个 好点 的 主要 考虑 德系车 在 斯柯达 晶锐 和昕动 之间 纠结 请 专家 指点 也 可以 是 其他 德系车,技师 说 技师 说 技师 说 大众 那款 车 技师 说 技师 说 空间 太小 不 考虑 技师 说 技师 说 谢谢 技师 说 技师 说 技师 说,这个 建议 可以 考虑 大众 牌子 的 其次 这 两款 建议 还是 选择 晶锐 比较 好 的 很 高兴 为 你 解答
172,Q5173,斯柯达,昕 动,到底 是 晶锐 还是 昕 动想 给 女儿 买 女儿 刚 上班 主要 是 城市 代步 偶尔 周末 出去 自驾游 预算 购车 价格 万左右 纠 结晶 锐 的 小巧 灵活 及昕动 的 大 空间 请 专家 指点 谢谢,技师 说 技师 说 是 吗 但是 晶锐 是 排量 空间 没有 昕 动大 矛盾 技师 说 技师 说昕动 排量 技师 说 技师 说 技师 说 现在 晶锐 排量 已经 停产 技师 说 技师 说,这 两款 车子 都 是 不错 的 主要 还是 看 自己 的 建议 可以 选择 晶锐 的 比较 好 的 很 高兴 为 你 解答
173,Q5174,吉利 汽车,帝豪,汽车 半 离合 时 离合器 抖动 起步 抖动,技师 说 您 说 的 这个 情况 一般 原因 是 离合器 压盘 表面 接触 不平 或者 您 的 离合器 和 油门 配合 不好 造成 的 需要 在 半 联动 时候 适当 的 加点油 门 必要 的 时候 到 店 质保 更换 离合器 三件套 车主 说 是 在 保修 范围 嘛 技师 说 您 的 车 不是 公里 吗 公里 的话 肯定 在 保 啊 技师 说 车主 说好 的 我试 着 半 联动 补油 如果 还 抖 就 去 店里 看看 谢谢 技师 说 技师 说,您 说 的 这个 情况 一般 原因 是 由于 离合器 与 油门 的 配合 不好 或者 离合器 片压盘 表面 接触 不平 造成 的 需要 改变 一下 操作方法 半 联动 的 时候 稍微 加点油 门 由于 是 新车 必要 时候 到 店 质保
174,Q5175,大众,捷达,我 的 老 捷达 着 气时 有时 加油 门时 提不起 速来 加不上 油 发闷 像 缺缸 似的 再 松开 油门 重 踩 有时 就 可以 了 是 天然气 喷轨 给 不 上 气油 了,技师 说 技师 说 在 吗 车主 说 技师 说 技师 说 技师 说 车主 说 技师 说 车主 说 车主 说 技师 说 车主 说 技师 说 技师 说 车主 说 车主 说 技师 说 技师 说 车主 说 技师 说 车主 说 技师 说 车主 说 技师 说 车主 说 技师 说 不 客气 你 可以 关注 我 后面 有 什么 问题 随时 联系 谢谢 你 对 汽车 大师 支持 晚安,你 的 这个 建议 检查一下 气压 和 轨道 看看 很 高兴 为 你 解答
175,Q5176,奔腾,奔腾,大师 好 问哈款 今天下午 打火 的 时候 打不着 发现 档 没 到位 到 显示 是 档 不 踩 刹车 也 能 换挡 然后 把 手刹 松 了 车子 稍微 移动 哈档 挂 到位 是 怎么回事 车停 在 平路 停车 也 是 先拉 手刹 在 挂 档 但 档 始终 没 锁死 到位 从 档 换挡 感觉 有点 卡档,技师 说 技师 说 车主 说 是 车主 说 仪表 台现 的 是 档 但 要 移动 哈 车子 档才 到位 锁紧 技师 说 技师 说 现在 档位 怎么样 技师 说 车主 说 对 技师 说 技师 说 车主 说 档位 行车 没 问题 就 是从 档 拨档 时 感觉 有点 卡 有点 重 技师 说 技师 说 车主 说 没 挂到 打不着 火 技师 说 车主 说 车主 说 车主 说 技师 说 车主 说 技师 说 车主 说 技师 说 车主 说 技师 说 车主 说 车主 说 技师 说 车主 说好 的 谢谢 技师 说 不 客气 你 可以 关注 我 后面 有 什么 车辆 问题 随时 联系 谢谢 你 对 汽车 大师 支持,你 的 这个 建议 用 电脑 检查一下 变速器 看看 是不是 换挡 开关 或者 电磁阀 问题 导致 的 很 高兴 为 你 解答
176,Q5177,宝马,宝马 系,车子 昨天 刚 提回来 之前 开 的 也 是 宝马新 车上 车 启动 之后 转 方向盘 轮胎 会 发出 嘎 之 嘎 之 的 声音 请问 这是 减震 发出 的 声音 吗 这 声音 正常 吗,技师 说 车主 说 对 的 车主 说 转 方向盘 的 时候 车主 说 昨天下午 提回来 的 技师 说 车主 说好 的 谢谢 技师 说 不 客气 你 可以 关注 我 后面 有 什么 问题 随时 联系 谢谢 你 对 汽车 大师 支持 车主 说好 车主 说 谢谢 技师 说 不 客气,你 的 这个 是 新车 磨合期 这个 没有 什么 问题 的 磨合 一段时间 就 好 的 很 高兴 为 你 解答
177,Q5178,雪佛兰,科鲁兹,年 科鲁兹 自动 跑 到 到 之间 车 抖动 厉害 过 了 就 好 了 有时候 抖 有时候 不 抖抖 得 很 厉害,技师 说 车主 说 没有 车身 抖动 技师 说 车主 说 轮胎 定位 都 没有 问题 技师 说 车主 说 不抖 的 时候 过个 大点 的 坑 就 开始 抖 车主 说 还有 就是 猛 提速 的 抖 车主 说 还有 就是 给 磨 着 什么 东西 是 的 技师 说 车主 说 车主 说 技师 说,你 的 这个 情况 建议 重点 检查一下 传动轴 囚笼 其次 就是 减震器 很 高兴 为 你 解答
178,Q5179,大众,迈腾,这是 什么 故障 突然 出来 了,技师 说 技师 说,不好意思 一直 没有 等到 你 回复 因为 时间 原因 系统 自动 关闭 这个 是 清洗液 故障 灯 建议 检查一下 看看 是不是 玻璃水 缺少 造成 的 很 高兴 为 你 解答
179,Q5180,标致,标致,买 的 是 年 月 上牌 的 二手 手动挡 不 带天窗 感觉 像款 也 感觉 像款 请问 师傅 这个 在 哪 看 呢,技师 说 车主 说 师傅 你 能 不能 打字 这哈 手机 听 不到 技师 说好 的 技师 说 这个 发动机 号 和 车架号 就 可以 查 到 那年 车子 的 车主 说 在 哪里 查 技师 说 这个 在 前 挡风玻璃 前面 有 一个 车主 说 我 知道 车架号 我 说 的 意思 是 在 哪里 查阅 技师 说 建议 可以 打电话 给 厂家 合适 一下 这 款 车子 车架号 就 知道 了 车主 说 嗯 好 技师 说好 的 你 可以 关注 我 后面 有 什么 问题 随时 联系 谢谢 你 对 汽车 大师 支持,你 的 这个 建议 联系 厂家 把 车架号 和 发动机 号 进行 核实 一下 很 高兴 为 你 解答
180,Q5181,起亚,索兰托,请问 东风 瑞达 起亚 索兰托 柴油 版 的 应该 用 什么 机油 好,技师 说 幸 这个 车子 建议 可以 选择 嘉实多 的 车主 说 嘉实多 什么 型号 的 呢 技师 说 可以 选择 极护 的 全 合成 的 的 车主 说 这 是 柴油 版 的 怎么 用 汽机 油加 呢 技师 说 不好意思 发错 了 车主 说 那 应该 用 什么 的 好 呢 技师 说 技师 说 是 嘉实多 大力士 柴 机油 的 技师 说 技师 说 技师 说 技师 说 在 吗 能够 听见 吗 车主 说好 的 谢谢 技师 说 不 客气 刚刚 非常 抱歉 给 你 一个 错误 回答 你 可以 关注 我 后面 有 什么 车辆 问题 随时 联系 谢谢 你 对 汽车 大师 支持,这个 车子 建议 使用 嘉实多 大力士 的 的 很 高兴 为 你 解答
181,Q5182,比亚迪,比亚迪,我 的 车 是 年 的 比亚迪 现在 跑 了 万公里 行驶 时三挡 特别 难挂 很 硬 的 好 一会 才能 挂 上 其他 档位 正常 但 停车 熄火 踩 离合 挂挡 一点 问题 没有 现在 主要症状 就是 行驶 中 车子 三挡 特别 硬 特别 难挂,技师 说 车主 说 车主 说 技师 说 车主 说 技师 说 技师 说 车主 说 车主 说 技师 说 车主 说 技师 说 不 客气 你 可以 关注 我 后面 有 什么 问题 随时 联系 谢谢 你 对 汽车 大师 支持,你 的 这个 应该 变速器 同步器 或者 是 拨叉 问题 导致 的 建议 检查一下 很 高兴 为 你 解答
182,Q5183,丰田,汉兰达,我 的 车 是 款 的 汉兰达 我 想 换 的 全 合成 机油 可以 吗 车 跑 了 十万 公里 换 一次 机油 需要 加多少 升,技师 说 技师 说 车主 说 我 之前 用 的 是 的 这回 换 的 也 是 没 问题 呗 对 发动机 不会 有 伤害 吧 技师 说 车主 说好 的 谢谢 大神 技师 说 不 客气 你 可以 关注 我 后面 有 什么 问题 随时 联系 谢谢 你 对 汽车 大师 支持,你 的 这个 正常 在 四升 多点 其次 就是 建议 选择 的 很 高兴 为 你 解答
183,Q5184,大众,宝来,老款 宝来 刹车 特别 软换 了 刹车片 换 了 油换 了 泵 还 软 是 怎么 了,技师 说 技师 说 车主 说 有 一个 感觉 不太好 用 技师 说 车主 说换 刹车片 的 时候 有 一个 特别 紧 不太好 换 技师 说 车主 说 是 的 车主 说换 右后 刹车片 的 时候 就 特别 不好 换 技师 说 车主 说 往里 顶 刹车 分泵 的 时候 特别 紧 技师 说 车主 说 其他 都 挺 好 换 车主 说 就 右 后 技师 说 车主 说 需要 拆开 吗 技师 说 车主 说 昨天 排 空气 排出 特别 多 的 油 车主 说 应该 没 空气 了 技师 说 车主 说 在 没换 以前 就是 软才 换 的 换 了 以后 还是 软 技师 说 车主 说好 的 分泵 怎么 检查 把 轮胎 拆下来 踩 刹车 看看 吗 技师 说 车主 说好 的 技师 说好 的 你 可以 关注 我 后面 有 什么 问题 随时 联系 谢谢 你 对 汽车 大师 支持,这个 情况 建议 检查一下 刹车 分泵 和 里面 有没有 空气 很 高兴 为 你 解答
184,Q5185,五菱 汽车,五 菱宏光,我刚 买 的 五 菱宏光 最高 应该 跑 多少 迈 磨合期,技师 说 车主 说用 拉拉 高速 么 技师 说,你 的 这个 建议 磨合期 在 四千 到 五千 公里 其次 就是 速度 不要 超过 一百 码 发动机 转速 不要 超过 三千 转 很 高兴 为 你 解答
185,Q5186,中华,中华 尊驰,请问 英伦 这个 车 怎么样 多少 钱 啊,技师 说 您 是 想 买 新车 吗 这款 车 性价比 一般 但是 价格便宜 维修保养 费用 便宜 如果 家庭 代步 的话 也 是 可以 满足 使用 的 车主 说 新车 多少 钱 啊 技师 说 这款 车 新车 万多 到 万多 价格 不 等 看 选择 哪个 配置 的 车主 说 手动挡 的 车主 说 最高 配 技师 说 的 和 的 都 有 手动挡 的 车主 说 技师 说 他 有 两个 版本 的 一个 万左右 一个 万左右 差 万多块 钱 技师 说 这款 车 现在 都 已经 停售 了 您 为什么 不看 一下 新款 车辆 呢 比如 帝豪 车主 说 哦 要是 手 的 大概 值 多少 钱 是 我 伙计 的 车 跑 了 年 半 万公里 他 换车 所以 我想 问下 技师 说 这款 车 性价比 不高 二手车 的话 不 保值 应该 在 万左右 吧 具体 看 车况 车主 说 他 开大 货车 平常 都 没 怎么 开 技师 说 他 和 您 要价 多少 啊 车主 说 车况 可以 我开 了 就是 感觉 刹车 速度 快时 有点 响声 技师 说 车主 说 万 因为 都 是 关系 好 的 伙计 去年 我 那个 伙计 给 他 写 了 万 借条 车 开走 了 过 了 今天 他 又 不想 卖 又 开回去 了 车主 说 他 给 我 技师 说 哦 这样 啊 价格 可以 考虑 啊 技师 说 车主 说好 的 谢谢 你 啊 技师 说 不 客气,您 说 的 这款 车 家庭 代步 是 完全 可以 的 而且 维修保养 费用 也 不贵 价格 也 合适 就是 性价比 保值 度 差一点 具体 还 需要 看 具体 的 车况
